ORDERNUMBER,PRODUCTLINE,CUSTOMERNUMBER
10412,Trucks and Buses                                  ,141
10412,Trucks and Buses                                  ,141
10413,Classic Cars                                      ,175
10413,Classic Cars                                      ,175
10413,Classic Cars                                      ,175
10413,Classic Cars                                      ,175
10413,Trains                                            ,175
10413,Trains                                            ,175
10414,Classic Cars                                      ,362
10414,Ships                                             ,362
10414,Vintage Cars                                      ,362
10414,Trains                                            ,362
10414,Vintage Cars                                      ,362
10414,Ships                                             ,362
10414,Vintage Cars                                      ,362
10414,Vintage Cars                                      ,362
10414,Ships                                             ,362
10414,Ships                                             ,362
10414,Ships                                             ,362
10414,Ships                                             ,362
10414,Ships                                             ,362
10414,Ships                                             ,362
10415,Vintage Cars                                      ,471
10415,Planes                                            ,471
10415,Vintage Cars                                      ,471
10415,Ships                                             ,471
10415,Planes                                            ,471
10416,Planes                                            ,386
10416,Planes                                            ,386
10416,Planes                                            ,386
10416,Motorcycles                                       ,386
10416,Planes                                            ,386
10416,Planes                                            ,386
10416,Motorcycles                                       ,386
10416,Vintage Cars                                      ,386
10416,Vintage Cars                                      ,386
10416,Planes                                            ,386
10416,Planes                                            ,386
10416,Planes                                            ,386
10416,Planes                                            ,386
10416,Planes                                            ,386
10417,Motorcycles                                       ,141
10417,Motorcycles                                       ,141
10417,Motorcycles                                       ,141
10417,Motorcycles                                       ,141
10417,Motorcycles                                       ,141
10417,Motorcycles                                       ,141
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10419,Classic Cars                                      ,382
10420,Vintage Cars                                      ,282
10420,Vintage Cars                                      ,282
10420,Vintage Cars                                      ,282
10420,Vintage Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Vintage Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Classic Cars                                      ,282
10420,Vintage Cars                                      ,282
10421,Vintage Cars                                      ,124
10421,Vintage Cars                                      ,124
10422,Vintage Cars                                      ,157
10422,Vintage Cars                                      ,157
10423,Vintage Cars                                      ,314
10423,Vintage Cars                                      ,314
10423,Vintage Cars                                      ,314
10423,Vintage Cars                                      ,314
10423,Vintage Cars                                      ,314
10424,Classic Cars                                      ,141
10424,Trucks and Buses                                  ,141
10424,Trucks and Buses                                  ,141
10424,Vintage Cars                                      ,141
10424,Trucks and Buses                                  ,141
10424,Classic Cars                                      ,141
10425,Classic Cars                                      ,119
10425,Trucks and Buses                                  ,119
10425,Classic Cars                                      ,119
10425,Trucks and Buses                                  ,119
10425,Trucks and Buses                                  ,119
10425,Classic Cars                                      ,119
10425,Trucks and Buses                                  ,119
10425,Classic Cars                                      ,119
10425,Trucks and Buses                                  ,119
10425,Classic Cars                                      ,119
10425,Trucks and Buses                                  ,119
10425,Trucks and Buses                                  ,119
10425,Trucks and Buses                                  ,119
